transaction_id,amount,is_cross_border,is_suspicious,source_txn_count_1h,source_txn_amount_1h,source_txn_count_24h,source_txn_amount_24h,dest_txn_count_1h,dest_txn_amount_1h,dest_txn_count_24h,dest_txn_amount_24h,dest_pass_through_ratio_1h,ip_sharing_count_1h,device_sharing_count_1h,source_owner_type,source_owner_age,source_owner_income,source_owner_risk,source_initial_balance,source_account_age_days,source_bank_risk_score,source_doc_rejected_or_missing,source_in_watchlist,dest_owner_type,dest_owner_age,dest_owner_income,dest_owner_risk,dest_initial_balance,dest_account_age_days,dest_bank_risk_score,dest_doc_rejected_or_missing,dest_in_watchlist,has_relationship,mismatch_cross_border_source,mismatch_cross_border_dest,mismatch_country_source,mismatch_country_dest,amt_to_expected_outflow_ratio_source,amt_to_expected_inflow_ratio_dest
TXN-00040024,81124158,False,0,17,4820933094.0,17,4820933094.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,0,0.0,0,17.79,0,0,0,30.46406570841889,294798337.0,1,13399854.0,79,5.0,0,0,0,0,0,0,0,0.0,3.302223171300397
TXN-00040022,82154876,False,0,18,4902057252.0,18,4902057252.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,0,0.0,0,17.79,0,0,0,30.088980150581794,167133646.0,2,14463490.0,120,5.0,0,0,0,0,0,0,0,0.0,5.89862421230398
TXN-00040038,33228885,False,0,19,4984212128.0,19,4984212128.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,0,0.0,0,17.79,0,0,0,29.626283367556468,348130346.0,0,54790517.0,308,5.0,0,0,0,0,0,0,0,0.0,1.1453946111632256
TXN-00040020,86434242,False,0,20,5017441013.0,20,5017441013.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,0,0.0,0,17.79,0,0,0,30.203969883641342,256386563.0,0,14038305.0,847,5.0,0,0,0,0,0,0,0,0.0,4.045496520425923
TXN-00000001,1456803,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,68.9719370294319,156720580.0,0,110233407.0,292,5.0,0,0,0,68.58590006844626,343236888.0,0,8123773.0,373,5.0,0,0,0,0,0,0,0,0.14292788063152645,0.05093169356552376
TXN-00000002,2061875,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,9.46,0,0,0,69.19370294318959,174367892.0,0,49644466.0,814,5.0,1,0,0,0,0,0,0,0.0,0.14189826378807235
TXN-00000003,9649925,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,0,0.0,0,9.46,0,0,0,44.69267624914442,425208985.0,1,28270325.0,505,5.0,0,0,0,0,0,0,0,0.0,0.2723345563178411
TXN-00000004,3209493,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,60.45448323066393,204652786.0,0,13256068.0,1375,5.0,0,0,0,55.57015742642026,367415255.0,0,42180745.0,18,5.0,0,0,0,0,0,0,0,0.2463927319090761,0.10482394682567935
TXN-00000005,3000144,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,66.65845311430527,320461313.0,0,39797507.0,148,5.0,0,0,1,,0.0,0,0.0,0,9.46,0,0,0,0,0,0,0,0.1328425538392777,0.0
TXN-00000006,2345557,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,52.69267624914442,217591339.0,0,42590729.0,223,5.0,0,0,0,,0.0,0,0.0,0,10.5,0,0,0,0,0,0,0,0.14451059753541332,0.0
TXN-00000007,1675541,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,1,0.0,0,19.73,0,0,0,65.62354551676934,133618872.0,0,148983785.0,1038,5.0,0,0,0,0,0,0,0,0.0,0.1504764386874932
TXN-00000008,6231829,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,9.46,0,0,0,62.110882956878854,160669444.0,1,59868047.0,1215,5.0,0,0,0,0,0,0,0,0.0,0.4654397749814775
TXN-00000009,5100639,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,68.59411362080766,313930250.0,0,53140922.0,354,5.0,0,0,0,49.908281998631075,136779893.0,0,12406356.0,12,5.0,0,0,0,0,0,0,0,0.26690616488035496,0.4474902626035196
TXN-00000010,4907320,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,70.38466803559206,149477665.0,1,35125597.0,417,5.0,0,0,0,62.770704996577685,104036615.0,0,45387219.0,151,5.0,1,0,0,0,0,0,0,0.4679207243134996,0.5660300099761042
TXN-00000011,7492571,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,53.74674880219028,483965932.0,2,17815512.0,144,5.0,1,0,1,,0.0,1,0.0,0,17.79,0,0,0,0,0,0,0,0.2152039295333797,0.0
TXN-00000012,1615507,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,66.39288158795345,313916272.0,0,32270015.0,380,5.0,0,0,0,23.055441478439427,58261282.0,1,5955135.0,48,5.0,0,0,0,0,0,0,0,0.07447030316496264,0.33274391949423965
TXN-00000013,1332672,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,74.11362080766598,127333153.0,2,90771085.0,620,5.0,0,0,0,48.80492813141684,194149166.0,1,47334396.0,162,5.0,0,0,0,0,0,0,0,0.13265597433266482,0.08236998640900664
TXN-00000014,2191813,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,44.563997262149215,362791725.0,0,29517345.0,26,5.0,0,0,1,1.8507871321013005,2936045542.0,2,4317247353.0,564,5.0,0,0,0,0,0,0,0,0.09387203978047144,0.0007465187336661551
TXN-00000015,1641030,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,53.949349760438054,346658902.0,0,77332351.0,67,5.0,0,0,0,,0.0,1,0.0,0,17.79,0,0,0,0,0,0,0,0.0730074112512374,0.0
TXN-00000016,2202934,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,10.5,0,0,0,54.79260780287474,306109314.0,0,43733369.0,1309,5.0,0,0,0,0,0,0,0,0.0,0.08635871993804252
TXN-00000017,2490780,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,9.46,0,0,0,50.22861054072553,435213726.0,0,22866587.0,800,5.0,0,0,0,0,0,0,0,0.0,0.06867743048174124
TXN-00000018,1550319,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,1,0.0,0,19.73,0,0,0,75.97809719370294,150965314.0,0,37944360.0,166,5.0,0,0,0,0,0,0,0,0.0,0.12323247466186005
TXN-00000019,2094753,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,27.537303216974674,262151807.0,0,21737745.0,28,5.0,1,0,0,56.714579055441476,505185888.0,2,60871443.0,919,5.0,0,0,0,0,0,0,0,0.11895141644401105,0.04975799323990618
TXN-00000020,1637300,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,60.01916495550992,162632094.0,1,90575301.0,1431,5.0,0,0,0,21.385352498288842,58567592.0,0,11709698.0,251,5.0,0,0,0,0,0,0,0,0.12803015984885668,0.335468849116262
TXN-00000021,1880803,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,5.5,0,0,0,31.561943874058862,149340704.0,0,36995762.0,843,5.0,0,0,0,0,0,0,0,0.0,0.15112850418214202
TXN-00000022,17058459,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1,9.952087611225188,13144871941.0,1,3985554148.0,1836,5.0,0,0,0,65.97946611909651,330955406.0,1,92606737.0,1264,5.0,0,0,0,0,0,0,0,0.0013728608156963152,0.6185168923846912
TXN-00000023,464179,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,23.49075975359343,66743106.0,0,14128439.0,990,5.0,0,0,0,44.10403832991102,281106416.0,1,50386072.0,41,5.0,0,0,0,0,0,0,0,0.09941721996144785,0.019815087246250182
TXN-00000024,1395495,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,68.39151266255989,76349251.0,1,146820615.0,35,5.0,0,0,1,,0.0,1,0.0,0,17.79,0,0,0,0,0,0,0,0.2977801800386913,0.0
TXN-00000025,2625466,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,22.373716632443532,205016475.0,0,45826367.0,19,5.0,0,0,0,31.21697467488022,587468321.0,0,9238667.0,361,5.0,0,0,0,0,0,0,0,0.17989344250276232,0.05362943182113672
TXN-00000026,7192511,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,69.62628336755647,214526849.0,1,47875913.0,236,5.0,1,0,0,68.20260095824777,425118003.0,0,31292873.0,747,5.0,0,0,0,0,0,0,0,0.5383063206383296,0.20302629387605323
TXN-00000027,28237012,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,1,9.952087611225188,13144871941.0,1,2888508951.0,2679,5.0,0,0,0,59.35386721423682,464909647.0,1,73799029.0,655,5.0,0,0,0,0,0,0,0,0.002272508163084757,0.7288387136906862
TXN-00000028,1890468,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,69.08418891170432,125682810.0,0,112312641.0,1973,5.0,0,0,0,66.22039698836413,63490983.0,1,152000066.0,316,5.0,0,0,0,0,0,0,0,0.19540046092756685,0.3573045494021356
TXN-00000029,1594772,False,0,0,0.0,0,0.0,0,0.0,0,0.0,1890468.0,0,0,0,,0.0,1,0.0,0,17.79,0,0,0,69.08418891170432,125682810.0,0,112312641.0,1973,5.0,0,0,0,0,0,0,0,0.0,0.1522663673226132
TXN-00000030,1812689,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,74.76796714579055,148690056.0,1,77723859.0,126,5.0,0,0,0,53.686516084873375,316056584.0,0,19830006.0,80,5.0,0,0,0,0,0,0,0,0.19031489026983892,0.06882396903521476
TXN-00000031,1840179,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,62.965092402464066,378351594.0,0,20333206.0,1882,5.0,1,0,1,,0.0,1,0.0,0,19.73,0,0,0,0,0,0,0,0.07377998814663372,0.0
TXN-00000032,1370338,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,45.908281998631075,190226006.0,0,38783356.0,357,5.0,0,0,0,26.940451745379878,50569992.0,0,12954561.0,68,5.0,0,0,0,0,0,0,0,0.12116882629984735,0.3251741863040042
TXN-00000033,1583902,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,39.04722792607803,291373245.0,0,32990440.0,38,5.0,0,0,0,,0.0,0,0.0,0,10.5,0,0,0,0,0,0,0,0.07482953731035988,0.0
TXN-00000034,7272045,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,34.86379192334018,207304776.0,0,8276037.0,141,5.0,0,0,1,,0.0,1,0.0,0,17.79,0,0,0,0,0,0,0,0.4503013322075044,0.0
TXN-00000035,2361135,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,31.731690622861056,293933519.0,0,69085310.0,446,5.0,0,0,0,70.47501711156742,66606138.0,1,98428365.0,285,5.0,0,0,0,0,0,0,0,0.12329161326598302,0.4253905631391416
TXN-00000036,243983,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,1,0.0,0,17.79,0,0,0,22.921286789869953,56563241.0,1,13734532.0,471,5.0,0,0,0,0,0,0,0,0.0,0.05176146569832037
TXN-00000037,231431,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,21.66461327857632,53114501.0,0,9331121.0,238,5.0,0,0,0,,0.0,0,0.0,0,9.46,0,0,0,0,0,0,0,0.060211805813017175,0.0
TXN-00000038,2351527,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,20.084873374401095,369925267.0,1,15762437.0,239,5.0,0,0,0,57.64271047227926,353753934.0,0,12084868.0,202,5.0,0,0,0,0,0,0,0,0.1021774341283572,0.07976822804353426
TXN-00000039,1104368,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,70.84736481861738,122267690.0,0,15442848.0,1828,5.0,0,0,0,,0.0,1,0.0,0,19.73,0,0,0,0,0,0,0,0.1263269345201668,0.0
TXN-00000040,2327519,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,5.5,0,0,0,69.22929500342231,254352980.0,0,7130130.0,181,5.0,0,0,0,0,0,0,0,0.0,0.10980893118874192
TXN-00000041,2548685,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,34.46406570841889,302980214.0,0,47130643.0,106,5.0,0,0,0,,0.0,0,0.0,0,9.46,0,0,0,0,0,0,0,0.11535442149668343,0.0
TXN-00000042,14746634,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,1,0.0,0,17.79,0,0,0,70.38466803559206,149477665.0,1,35125597.0,417,5.0,0,0,0,0,0,0,0,0.0,1.1838531809006596
TXN-00000043,538016,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,25.075975359342916,50713341.0,1,3380078.0,54,5.0,0,0,0,,0.0,1,0.0,0,17.79,0,0,0,0,0,0,0,0.1537428410260572,0.0
TXN-00000044,1810279,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,26.00684462696783,330093890.0,1,38573577.0,286,5.0,0,0,0,,0.0,1,0.0,0,19.73,0,0,0,0,0,0,0,0.08266438018439261,0.0
TXN-00000045,412409,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,0,0.0,0,10.5,0,0,0,26.458590006844627,56584625.0,2,4262524.0,1187,5.0,1,0,0,0,0,0,0,0.0,0.08746030281726731
TXN-00000046,1937447,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,65.13073237508556,120541963.0,0,28104698.0,264,5.0,0,0,0,51.945242984257355,159415904.0,0,7093405.0,363,5.0,0,0,0,0,0,0,0,0.25177678049064484,0.14584093922478095
TXN-00000047,4187214,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49.82614647501711,376120179.0,0,31470408.0,757,5.0,0,0,0,63.318275154004105,132183122.0,1,12520213.0,898,5.0,0,0,0,0,0,0,0,0.15495535556180806,0.38012847631376834
TXN-00000048,1524582,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,0,0.0,0,9.46,0,0,0,37.14715947980835,283308499.0,0,76864296.0,398,5.0,0,0,0,0,0,0,0,0.0,0.06457619350146412
TXN-00000049,2572386,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,42.22861054072553,310786736.0,0,41690030.0,364,5.0,0,0,0,,0.0,0,0.0,0,10.5,0,0,0,0,0,0,0,0.13295797122108946,0.0
TXN-00000050,1704897,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,24.48186173853525,217013641.0,0,11169176.0,938,5.0,0,0,0,,0.0,1,0.0,0,17.79,0,0,0,0,0,0,0,0.10166156032433726,0.0
TXN-00000051,3562188,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,37.634496919917865,366896506.0,2,80023798.0,571,5.0,0,0,0,60.695414099931554,119347339.0,0,118404095.0,1021,5.0,0,0,0,0,0,0,0,0.15143702410068288,0.35816683359121926
TXN-00000052,2115048,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,66.28884325804243,317818794.0,0,70358589.0,253,5.0,0,0,0,49.74401095140315,298760339.0,1,32122534.0,612,5.0,0,0,0,0,0,0,0,0.09016189383594812,0.08495296604440734
TXN-00000053,5791226,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,5.5,0,0,0,23.802874743326488,509302862.0,1,30472925.0,682,5.0,0,0,0,0,0,0,0,0.0,0.13645066120382673
TXN-00000054,1931589,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,9.46,0,0,0,63.21149897330596,333674611.0,0,33576275.0,55,5.0,0,0,0,0,0,0,0,0.0,0.06946608378982297
TXN-00000055,15839646,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,0,0.0,0,5.5,0,0,1,11.545516769336071,2734467825.0,1,569172605.0,3294,5.0,0,0,0,0,0,0,0,0.0,0.005792588179383679
TXN-00000056,1188278,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,10.5,0,0,0,77.56605065023956,65569028.0,0,160444776.0,690,5.0,0,0,0,0,0,0,0,0.0,0.21747062865969324
TXN-00000057,145682,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,5.5,0,0,0,23.12662559890486,66165762.0,0,12696022.0,666,5.0,0,0,0,0,0,0,0,0.0,0.026421280518581242
TXN-00000058,1282897,True,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,1,0.0,0,27.66,0,0,0,42.43668720054757,382471096.0,0,20393958.0,506,5.0,0,0,0,1,1,1,1,0.0,0.04025079103233245
TXN-00000059,209415,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,27.540041067761805,71261848.0,0,12468493.0,776,5.0,0,0,0,20.416153319644078,145094086.0,0,51396295.0,87,5.0,0,0,0,0,0,0,0,0.047852690081423725,0.017319659556603813
TXN-00000060,2769435,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,46.97056810403833,177368653.0,0,77642604.0,112,5.0,0,0,0,22.236824093086927,381306193.0,1,22465317.0,345,5.0,0,0,0,0,0,0,0,0.2229012483648226,0.0871562557788204
TXN-00000061,312451,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,19.20602327173169,37529147.0,0,13291365.0,930,5.0,0,0,1,,0.0,0,0.0,0,9.46,0,0,0,0,0,0,0,0.10672230531738043,0.0
TXN-00000062,5419633,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,67.72073921971253,226972136.0,1,28051110.0,624,5.0,0,0,0,,0.0,1,0.0,0,17.79,0,0,0,0,0,0,0,0.3150976714856425,0.0
TXN-00000063,7227150,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,61.57152635181382,574711529.0,1,75879494.0,18,5.0,0,0,0,,0.0,0,0.0,0,5.5,0,0,0,0,0,0,0,0.19205213505350935,0.0
TXN-00000064,1750515,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,9.46,0,0,0,32.580424366872,322718222.0,0,69529227.0,1640,5.0,0,0,0,0,0,0,0,0.0,0.06509139769053014
TXN-00000065,2248967,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,59.72073921971253,225321154.0,0,26679918.0,863,5.0,0,0,0,37.38261464750171,342998996.0,1,53238406.0,107,5.0,0,0,0,0,0,0,0,0.13706565730254971,0.07868129336871396
TXN-00000066,1810639,True,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,31.975359342915812,313943951.0,0,16836434.0,911,5.0,0,0,0,,0.0,1,0.0,0,15.89,0,0,0,1,1,1,1,0.09769636649215224,0.0
TXN-00000067,14741870,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,0,0.0,0,9.46,0,0,0,32.04380561259411,327351151.0,0,4344689.0,1199,5.0,0,0,0,0,0,0,0,0.0,0.5404057485132846
TXN-00000068,1622031,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,59.983572895277206,134420003.0,1,19723438.0,72,5.0,0,0,0,53.4839151266256,408623883.0,1,13536575.0,594,5.0,0,0,0,0,0,0,0,0.17426809871766055,0.04763395619463062
TXN-00000069,2718243,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,62.559890485968516,590799784.0,1,11856694.0,55,5.0,0,0,0,67.79739904175223,233372362.0,2,61105476.0,70,5.0,0,0,0,0,0,0,0,0.06911315183760604,0.1397719812156669
TXN-00000070,1839019,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,64.55030800821355,214222399.0,0,54178597.0,253,5.0,0,0,0,56.40246406570842,250745508.0,1,19089184.0,1032,5.0,0,0,0,0,0,0,0,0.1333852894735506,0.0880104619860229
TXN-00000071,1224384,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,64.52566735112936,81731384.0,0,116194588.0,774,5.0,0,0,0,52.32580424366872,232094543.0,0,28766086.0,130,5.0,0,0,0,0,0,0,0,0.2395429451489572,0.06330441253135598
TXN-00000072,1147574,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,66.57357973990418,386400853.0,0,39928457.0,824,5.0,0,0,0,,0.0,0,0.0,0,5.5,0,0,0,0,0,0,0,0.04003404994720207,0.0
TXN-00000073,1230820,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,61.1170431211499,218908487.0,0,31504938.0,695,5.0,0,0,0,31.446954140999317,409458046.0,1,15562493.0,88,5.0,0,0,0,0,0,0,0,0.08822569526603148,0.036071681836524025
TXN-00000074,2003924,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,0,10.5,0,0,0,56.27926078028747,332957905.0,2,31052091.0,455,5.0,0,0,0,0,0,0,0,0.0,0.07222260745610652
TXN-00000075,1176799,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,25.32511978097194,479282244.0,0,72912173.0,78,5.0,0,0,1,,0.0,1,0.0,0,17.79,0,0,0,0,0,0,0,0.041407644354479155,0.0
TXN-00000076,3164401,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,31.422313483915126,407356976.0,1,45826532.0,516,5.0,0,0,0,,0.0,0,0.0,0,10.5,0,0,0,0,0,0,0,0.11645459392876657,0.0
TXN-00000077,381240,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,0,0.0,0,5.5,0,0,0,25.626283367556468,38746612.0,1,14783242.0,1987,5.0,0,0,0,0,0,0,0,0.0,0.11807175482302863
